Title, Link_URL, State
Bullhead City Bee,http://www.bullheadcitybee.com/,arizona
The Business Journal,http://phoenix.bcentral.com/phoenix/,arizona
Camp Verde Bugle,https://www.verdenews.com/,arizona
Chino Valley Review,https://www.dcourier.com/,arizona
Colorado River Weekender,http://www.crweekender.com/,arizona
The Daily Courier,https://www.dcourier.com/,arizona
The Daily Dispatch,https://www.myheraldreview.com/news/douglas/,arizona
The Eastern Arizona Courier,https://www.eacourier.com/,arizona
Golden Valley Enterprise,https://kdminer.com/,arizona
Grand Canyon News,https://grandcanyontourguide.com/,arizona
Green Valley News & Sun,https://www.gvnews.com/,arizona
Inside Tucson Business,https://www.insidetucsonbusiness.com/,arizona
Jewish News,http://www.jewishaz.com/,arizona
Kingman Daily Miner,https://kdminer.com/,arizona
Kudos,https://www.hugedomains.com/domain_profile.cfm?d=kudosnaz&e=com,arizona
Lake Powell Chronicle,https://lakepowellchronicle.com/,arizona
Mohave Valley Daily News,https://mohavedailynews.com/,arizona
Navajo Hopi Observer,https://www.nhonews.com/,arizona
The Navajo Times,http://www.thenavajotimes.com/,arizona
New Times,https://www.phoenixnewtimes.com/,arizona
Nogales International,https://www.nogalesinternational.com/,arizona
Palo Verde Valley Online,https://www.pvvt.com/,arizona
Payson Roundup,https://www.paysonroundup.com/,arizona
The Prescott Valley Tribune,https://www.dcourier.com/,arizona
Quartzsite Times,https://www.blythecanews.com/,arizona
San Pedro Valley News-Sun,https://www.myheraldreview.com/news/benson/,arizona
Sedona Red Rock News,http://www.redrocknews.com/,arizona
Sierra Vista Herald,https://www.myheraldreview.com/,arizona
Sonoran News,http://sonorannews.com/,arizona
State Press,https://www.statepress.com/,arizona
The Times of Fountain Hills,https://www.fhtimes.com/,arizona
Today’s News Herald,https://www.havasunews.com/,arizona
Tri Valley Central,https://www.pinalcentral.com/,arizona
Tucson Citizen,http://www.tucsoncitizen.com/,arizona
Tucson Weekly,https://www.tucsonweekly.com/,arizona
Verde Independent,https://www.verdenews.com/,arizona
Verde Valley Online,https://www.verdenews.com/,arizona
Wickenburg Sun,https://wickenburgsun.com/,arizona
Wildcat Online,https://www.wildcat.arizona.edu/,arizona
Williams-Grand Canyon News,https://grandcanyontourguide.com/,arizona
Winslow Mail,http://www.winslowaznews.com/,arizona
The Yuma Daily Sun,https://www.yumasun.com/,arizona
Arkansas Business,https://www.arkansasbusiness.com/article/125433/arkansas-cannabis-lineup-set-last-3-dispensaries-pay-fees,arkansas
Arkansas Democrat-Gazette,https://www.arkansasonline.com/,arkansas
Arkansas Times,https://arktimes.com/,arkansas
Arkansas Weekly,https://www.arkansasweekly.com/,arkansas
Ashley County Ledger,https://www.ashleycountyledger.com/,arkansas
Ashley News Observer,http://www.zwire.com/site/news.cfm?brd=1097,arkansas
Atkins Chronicle & Dover Times,http://www.atkinschronicle.com/,arkansas
The Banner-News,https://www.magnoliabannernews.com/,arkansas
Batesville Guard,https://www.guardonline.com/,arkansas
The Beebe News,https://beebenews.com/,arkansas
The Benton Courier,https://www.bentoncourier.com/,arkansas
Blytheville Courier-News,http://www.blythevillecn.com/,arkansas
Cabot Star-Herald,http://www.cabotstarherald.com/,arkansas
Camden News,https://www.camdenarknews.com/,arkansas
Carlisle Independent,http://www.carlisleindependent.com/,arkansas
Chicot County Spectator,http://www.chicotcountynews.com/,arkansas
The Courier,https://www.couriernews.com/,arkansas
The Daily Citizen,https://www.thedailycitizen.com/,arkansas
Daily Siftings Herald,https://www.hsvvoice.com/,arkansas
The Daily World,https://www.helenaworld.org/,arkansas
De Queen Daily Citizen,http://www.dequeen.com/,arkansas
DeWitt Era-Enterprise,https://www.dewitt-ee.com/,arkansas
El Dorado News-Times,https://www.eldoradonews.com/,arkansas
Fayetteville Free Weekly,https://www.freeweekly.com/,arkansas
The Gurdon Times,https://www.hsvvoice.com/,arkansas
Harrison Daily Times,https://harrisondaily.com/,arkansas
The Herald-Leader,http://www.recordtimes.com/leader/,arkansas
Hope Star,https://www.hsvvoice.com/,arkansas
Johnson County Graphic,http://www.cswnet.com/~graphic/,arkansas
The Jonesboro Sun,https://www.jonesborosun.com/,arkansas
Lafayette County Press,http://www.lafayettecountypress.com/,arkansas
Log Cabin Democrat,https://www.thecabin.net/,arkansas
Lonoke Democrat,http://www.lonokedemocrat.com/,arkansas
Malvern Daily Record,https://www.malvern-online.com/,arkansas
Monticello Times,http://www.montimes.com/,arkansas
Nevada County Picayune,https://www.hsvvoice.com/,arkansas
Newport Daily Independent,https://www.jonesborosun.com/newport/,arkansas
North Little Rock Times,https://www.pbcommercial.com/,arkansas
The Pacesetting Times,http://www.pacesettingtimes.net/,arkansas
Paragould Daily Press,https://www.paragoulddailypress.com/,arkansas
Paris Express,http://www.cswnet.com/~express/,arkansas
Pine Bluff Commercial,https://www.pbcommercial.com/,arkansas
The Sentinel-Record,https://www.hotsr.com/,arkansas
Sherwood Voice,https://www.pbcommercial.com/,arkansas
Siftings Herald,https://www.hsvvoice.com/,arkansas
Southwest Times Record,https://www.swtimes.com/,arkansas
The Stuttgart Daily Leader,https://www.stuttgartdailyleader.com/,arkansas
The Sun-Times,https://www.thesuntimes.com/,arkansas
Texarkana Gazette,https://www.texarkanagazette.com/,arkansas
Times-Herald,http://www.thnews.com/,arkansas
Van Buren Press Argus-Courier,https://www.pressargus.com/,arkansas
Villager Journal,http://www.villageronline.com/,arkansas
Village Voice,https://www.hsvvoice.com/,arkansas
Weekly Vista,http://www.recordtimes.com/weeklyvista/,arkansas
California Newspaper Publishers Association,https://cnpa.com/,calif
The Advocate,http://www.kay-net.com/OLD/advocate/advocate.htm,calif
Alameda Times-Star,https://www.eastbaytimes.com/location/oakland/,calif
The Almanac,https://www.almanacnews.com/,calif
Antelope Valley Press,https://www.avpress.com/,calif
The Appeal-Democrat,https://www.appeal-democrat.com/,calif
The Arcata Eye,http://www.arcataeye.com/,calif
The Ark,https://www.thearknewspaper.com/,calif
Auburn Journal,https://goldcountrymedia.com/live-content/auburn-journal/,calif
The Bakersfield Californian,https://www.bakersfield.com/,calif
Big Bear Grizzly,https://www.bigbeargrizzly.net/,calif
Brentwood News,http://www.brentwoodnews.com/,calif
Burbank Leader,https://www.latimes.com/socal/burbank-leader/,calif
The Business Journal,https://www.northbaybusinessjournal.com/,calif
Calaveras on the WWW,http://www.calpubco.com/,calif
Campbell Reporter,https://www.mercurynews.com/location/campbell/,calif
Carmel Pine Cone,http://www.carmelpinecone.com/,calif
Chico Examiner,http://www.chicoexaminer.com/,calif
Clovis Independent,https://www.fresnobee.com/news/local/community/clovis-news/,calif
Coalinga’s Own,http://www.coalinga.net/,calif
Coast Weekly,http://www.coastweekly.com/,calif
Coastal View News,http://www.coastalview.com/,calif
Contra Costa Times,https://www.eastbaytimes.com/,calif
Coronado Eagle,http://www.coronadonewsca.com/,calif
Corridor News,https://www.sandiegouniontribune.com/pomerado-news/,calif
Crestline Courier-News,http://www.crestlinecourier-news.com/,calif
Culver City News,http://www.culvercityonline.com/,calif
Cupertino Courier,https://www.mercurynews.com/location/cupertino/,calif
Daily Breeze,https://www.dailybreeze.com/,calif
The Daily Californian,https://www.dailycal.org/,calif
Daily Democrat,https://www.dailydemocrat.com/,calif
The Daily Independent,https://www.ridgecrestca.com/,calif
Daily News,https://www.redbluffdailynews.com/,calif
Daily News,https://www.dailynews.com/,calif
The Daily Press,https://www.vvdailypress.com/,calif
The Daily Republic,https://www.dailyrepublic.com/,calif
The Daily Republican,http://www.dailyrepublican.com/,calif
The Daily Review,http://www.dailyreview-ang.com/,calif
The Daily Triplicate,https://www.triplicate.com/,calif
Daily Variety,https://variety.com/,calif
The Daily Web,http://www.dailyweb.com/,calif
The Davis Enterprise,https://www.davisenterprise.com/,calif
The Desert Dispatch,https://www.vvdailypress.com/desert-dispatch,calif
The Desert Sun,https://www.desertsun.com/,calif
The Desert Trail,https://hidesertstar.com/the_desert_trail/,calif
East Bay Business Times,http://eastbay.bcentral.com/eastbay/,calif
East Bay Express,https://www.eastbayexpress.com/,calif
El Observador,https://el-observador.com/,calif
Elk Grove Citizen,http://www.egcitizen.com/,calif
The Enterprise-Record,https://www.chicoer.com/,calif
Folsom Telegraph,https://goldcountrymedia.com/live-content/the-folsom-telegraph/,calif
Fontana Herald News,https://www.fontanaheraldnews.com/,calif
Foothill Leader,https://www.latimes.com/socal/glendale-news-press/,calif
Fort Bragg Advocate-News,https://www.advocate-news.com/,calif
The Fresno Bee,https://www.fresnobee.com/,calif
Fresno Republican,http://www.fresnorepublican.com/,calif
The Galt Herald,http://www.galtheraldonline.com/,calif
Gazette Newpapers,https://www.gazettes.com/,calif
Good Times,https://gdtimes.com/,calif
Granite Bay View,http://home.quiknet.com/bayview/,calif
Half Moon Bay Review,https://www.hmbreview.com/,calif
Hi-Desert Star,https://hidesertstar.com/,calif
Huntington Beach News,http://www.hbnews.us/,calif
Idyllwild Town Crier,http://idyllwildvisitorscenter.com/,calif
Independent,http://www.hbindy.com/,calif
The Independent,https://www.independentnews.com/,calif
Independent Voice,https://independentvoice.com/,calif
Inland Valley Daily Bulletin,https://www.dailybulletin.com/,calif
J – R,calif2.htm,calif
S – Z,calif3.htm,calif
Aspen Daily News,https://www.aspendailynews.com/,colorado
The Aspen Times,https://www.aspentimes.com/,colorado
Aurora Sentinel,https://sentinelcolorado.com/,colorado
The Boulder County Business Report,https://bcbr.com/,colorado
Boulder Weekly,https://www.boulderweekly.com/,colorado
Broomfield Enterprise,https://www.broomfieldenterprise.com/,colorado
Business Journal,https://www.csbj.com/,colorado
The Coloradoan,https://www.coloradoan.com/,colorado
The Cortez Journal,https://the-journal.com/,colorado
Craig Daily Press,https://www.craigdailypress.com/,colorado
The Daily Camera,https://www.dailycamera.com/,colorado
Daily Record,https://www.canoncitydailyrecord.com/,colorado
The Daily Sentinel,https://www.gjsentinel.com/,colorado
Daily Times-Call,https://www.betking88.online/,colorado
Daily Trail,https://www.hugedomains.com/domain_profile.cfm?d=dailytrail&e=com,colorado
Denver Business Journal,http://denver.bcentral.com/denver/,colorado
The Denver Post,https://www.denverpost.com/,colorado
Denver Rocky Mountain News,http://InsideDenver.com/,colorado
Douglas County News Press,http://www.dcnewspress.com,colorado
Durango Herald,https://durangoherald.com/,colorado
Estes Park Trail-Gazette,https://www.eptrail.com/,colorado
Fairplay Flume,http://www.theflume.com/,colorado
Fort Morgan Times,https://www.fortmorgantimes.com/,colorado
The Gazette,https://gazette.com/,colorado
Greeley Tribune,https://www.greeleytribune.com/,colorado
Haxtun-Fleming Herald,https://www.hfherald.com/,colorado
High Country News,https://www.hcn.org/,colorado
Independent,https://www.csindy.com/,colorado
Journal-Advocate,http://63.147.65.18/,colorado
Kiowa County Press,https://kiowacountypress.net/,colorado
La Junta Tribune-Democrat,https://www.lajuntatribunedemocrat.com/,colorado
The Lamar Daily News,https://www.lamarledger.com/,colorado
Leadville Herald Democrat,http://www.leadvilleherald.com/,colorado
Littleton Independent,http://www.southmetronews.com/,colorado
Loveland Daily Reporter-Herald,https://lovelandfyi.org/maintenance.php,colorado
Mineral County Miner,https://mineralcountyminer.com/,colorado
Monte Vista Journal,https://montevistajournal.com/,colorado
Montrose Daily Press,https://www.montrosepress.com/,colorado
Mountain Mail,https://www.themountainmail.com/,colorado
North Forty News,https://northfortynews.com/,colorado
The Northern Colorado Business Report,https://bcbr.com/,colorado
The Pagosa Springs Sun,http://www.pagosasun.com/,colorado
Pine River Times,https://pinerivertimes.com/,colorado
Post-Dispatch,https://centerpostdispatch.com/,colorado
The Pueblo Chieftain,https://www.chieftain.com/,colorado
Republican and Fairplay Flume,http://www.theflume.com/,colorado
Rocky Mountain News,http://www.insidedenver.com/,colorado
Steamboat Pilot,https://www.steamboatpilot.com/,colorado
Summit Daily News,https://www.summitdaily.com/,colorado
Telluride Daily Planet,https://suitehotelnewyork.com/telluridegateway/,colorado
Telluride Watch,http://www.telluridewatch.com/,colorado
Valley Courier,https://alamosanews.com/,colorado
Westword,https://www.westword.com/,colorado
The Advocate,https://www.stamfordadvocate.com/,conn
Bloomfield Journal,http://www.zwire.com/site/news.cfm?brd=1650,conn
The Branford Review,http://www.zwire.com/site/news.cfm?brd=1632,conn
The Bristol Press,http://www.zwire.com/site/news.cfm?brd=1643,conn
The Brookfield Journal,http://www.zwire.com/site/news.cfm?brd=1656,conn
Business Times,https://www.ctbusinesstimes.com/,conn
The Chronicle,https://www.thechronicle.com/,conn
Clinton Recorder,http://www.zwire.com/site/news.cfm?brd=1634,conn
Connecticut Jewish Ledger,http://www.ctjewishledger.com/,conn
Connecticut Post,https://www.ctpost.com/,conn
The Day,http://www.newlondonday.com/,conn
East Hartford Gazette,http://www.zwire.com/site/news.cfm?brd=1642,conn
East Haven Advertiser,http://www.zwire.com/site/news.cfm?brd=1639,conn
Fairfield Citizen-News,https://www.fairfieldcitizenonline.com/,conn
Fairfield County Weekly,https://www.courant.com/ctnow/,conn
Fairfield Minuteman,http://www.zwire.com/site/news.cfm?brd=1653,conn
Greenwich Time,https://www.greenwichtime.com/,conn
Hartford Advocate,https://www.courant.com/ctnow/,conn
Hartford Business Journal,https://www.hartfordbusiness.com/,conn
Hartford Courant,https://www.courant.com/,conn
Hometown Publications,http://www.htnp.com/,conn
The Hour,https://www.thehour.com/,conn
Journal Inquirer,https://www.journalinquirer.com/,conn
Kent Dispatch,http://www.zwire.com/site/news.cfm?brd=1657,conn
Litchfield Enquirer,http://www.zwire.com/site/news.cfm?brd=1658,conn
The Middletown Press,http://www.zwire.com/site/news.cfm?brd=1645,conn
New Britain Herald,http://www.zwire.com/site/news.cfm?brd=1641,conn
New Haven Advocate,https://www.courant.com/ctnow/,conn
New Haven Register,https://www.nhregister.com/,conn
The New London Day,http://www.newlondonday.com/,conn
New Milford Times,http://www.zwire.com/site/news.cfm?brd=1655,conn
Newington Town Crier,http://www.zwire.com/site/news.cfm?brd=1647,conn
Newtown Bee,https://www.newtownbee.com/,conn
The News-Times,https://www.newstimes.com/,conn
Pictorial-Gazette,http://www.zwire.com/site/news.cfm?brd=1631,conn
Record-Journal,https://www.myrecordjournal.com/,conn
Redding Pilot,http://www.acorn-online.com/joomla15/thereddingpilot/news.html,conn
Regional Standard,http://www.zwire.com/site/news.cfm?brd=1635,conn
The Register Citizen,http://www.zwire.com/site/news.cfm?brd=1652,conn
Reminder,http://www.remindernet.com/,conn
Ridgefield Press,https://www.theridgefieldpress.com/,conn
Rocky Hill Post,http://www.zwire.com/site/news.cfm?brd=1649,conn
Shore Line Times,http://www.zwire.com/site/news.cfm?brd=1630,conn
The Spectrum,https://www.newmilfordspectrum.com/,conn
Stonington Intelligencer,https://www.afternic.com/domains/stoningtonct.com,conn
Valley News,http://www.zwire.com/site/news.cfm?brd=1648,conn
Voices News,http://www.primepublishers.com/voicesnews/,conn
Waterbury Republican-American,https://www.rep-am.com/,conn
West Hartford News,http://www.zwire.com/site/news.cfm?brd=1646,conn
West Haven Voice,http://www.whvoice.com/,conn
Westport Minuteman,http://www.zwire.com/site/news.cfm?brd=1654,conn
Weston Forum,https://www.thewestonforum.com/,conn
Wethersfield Post,http://www.zwire.com/site/news.cfm?brd=1662,conn
Wilton Bulletin,http://www.acorn-online.com/joomla15/wiltonbulletin/news.html,conn
Windsor Journal,http://www.zwire.com/site/news.cfm?brd=1633,conn
Windsor Locks Journal,http://www.zwire.com/site/news.cfm?brd=1651,conn
Yale Daily News,https://yaledailynews.com/,conn
Yale Herald,https://yaleherald.com/,conn
Cape Gazette,https://www.capegazette.com/,delaware
Delaware Coast Press,https://www.delmarvanow.com/,delaware
Dover Post,https://www.doverpost.com/,delaware
New Castle Business Ledger,http://www.ncbl.com/,delaware
Newark Post,http://www.ncbl.com/post/,delaware
The News Journal,https://www.delawareonline.com/,delaware
The Wave,https://www.delmarvanow.com/,delaware
Florida Press Association,https://flpress.com/,florida
Apalachicola Times,https://www.apalachtimes.com/,florida
The Baker County Standard,http://www.bcstandard.com/,florida
Basta Pinoy,http://www.bastapinoy.com/,florida
The Beaches Leader,https://www.beachesleader.com/,florida
Boca Beacon,https://bocabeacon.com/,florida
Bonita Daily News,https://www.nexstardigital.com/publisher-solutions-group/,florida
Bradenton Herald,https://www.bradenton.com/,florida
Bradford County Telegraph,http://www.bctelegraph.com/,florida
The Business Journal,http://jacksonville.bcentral.com/jacksonville/,florida
Business News Now,http://www.businessnewsnow.com/,florida
Cedar Key Beacon,https://www.cedarkeybeacon.com/,florida
Charlotte Sun Herald,https://www.yoursun.com/charlotte/,florida
Citrus County Chronicle,https://www.chronicleonline.com/,florida
Coral Gables Gazette,http://www.cggazette.com/,florida
The Daily Commercial,https://www.dailycommercial.com/,florida
Daily Sun,https://www.thevillagesdailysun.com/,florida
The DeLand Beacon,https://www.beacononlinenews.com/,florida
Destin Log,https://www.nwfdailynews.com/eat-play-stay-destin,florida
El Nuevo Herald,http://www.elherald.com/,florida
Englewood Sun Herald,https://www.yoursun.com/charlotte/Newsew.htm,florida
Everglades Echo,http://evergladesecho.com,florida
Florida Keys Keynoter,https://www.flkeysnews.com/,florida
Florida Times-Union,https://www.jacksonville.com/,florida
Florida Today,https://www.floridatoday.com/,florida
Folio Weekly,http://www.folioweekly.com/,florida
FSView & The Florida Flambeau,https://www.fsunews.com/,florida
The Gainesville Sun,https://www.gainesville.com/,florida
Gulf Herald,http://www.gulfherald.com,florida
Hernando Today,https://hernandonewstoday.com/,florida
The Independent FL Alligator,https://www.alligator.org/,florida
Jacksonville Daily Record,http://www.jaxlegalnotice.com/,florida
Key West Citizen,https://keysnews.com/,florida
Lake City Reporter,https://www.lakecityreporter.com/,florida
Lake City News,http://ww25.mylakecity.com/?subid1=20200728-1837-5242-b5ff-520b2f88bfbd,florida
The Ledger,https://www.theledger.com/,florida
Madison County Carrier,http://www.greenepublishing.com/,florida
Marco Island Eagle,https://www.marconews.com/,florida
Miami’s Community Newspapers,https://communitynewspapers.com/,florida
The Miami Herald,https://www.miamiherald.com/,florida
Miami Today,https://www.miamitodaynews.com/,florida
Naples Daily News,https://www.naplesnews.com/,florida
Naples Net News,http://www.naplesnetnews.com/,florida
News Chief,https://www.polkonline.com/,florida
The News Herald,https://www.newsherald.com/,florida
The News-Journal,http://www.n-jcenter.com/,florida
News-Leader,https://www.fbnewsleader.com/,florida
The News-Press,https://www.news-press.com/,florida
The News-Sun,https://www.yoursun.com/sebring/,florida
New Times,https://www.miaminewtimes.com/,florida
New Times Broward,https://www.browardpalmbeach.com/,florida
North Port Sun Herald,https://www.yoursun.com/charlotte/Newsnp.htm,florida
The Northwest Florida Daily News,https://www.nwfdailynews.com/,florida
Ocala Star-Banner,https://www.ocala.com/,florida
Okeechobee Times,http://www.okeeonline.com/,florida
Orlando Business Journal,http://orlando.bcentral.com/orlando/,florida
The Orlando Sentinel,https://www.sun-sentinel.com/,florida
Orlando Weekly,https://www.orlandoweekly.com/,florida
The Orlando Times,http://www.orlando-times.com/,florida
Osceola News-Gazette,https://www.oscnewsgazette.com/,florida
Palatka Daily News,https://www.palatkadailynews.com/,florida
Palm Beach Daily News,http://www.pbdailynews.com/,florida
Palm Beach Post,http://www.pbpost.com/,florida
Palms West Press,http://www.palmswestpress.com/,florida
Pasco News,https://www.pasconews.com/,florida
Pensacola News Journal,https://www.pnj.com/,florida
Pine Island News,http://www.pineislandnews.com/,florida
The Pompano Ledger,http://www.pompanoledger.com/,florida
Sarasota Herald-Tribune,https://www.heraldtribune.com/,florida
The Saint Augustine Record,https://www.staugustine.com/,florida
South Florida Business Journal,http://southflorida.bcentral.com/southflorida/,florida
Southwest Florida Business,http://www.swfloridabusinessnews.com/,florida
The Star,https://www.starfl.com/,florida
The Stuart News,http://www.stuartnews.com/,florida
Sumter County Times,https://www.sumtercountytimes.com/,florida
Sun-Sentinel,https://www.sun-sentinel.com/,florida
Tallahassee Democrat,https://www.tallahassee.com/,florida
Tampa Bay Business,http://tampabay.bcentral.com/tampabay/,florida
The Tampa Tribune,https://www.tampabay.com/,florida
Tempo-News,http://tempo-news.com/,florida
The Town-Crier,https://gotowncrier.com/,florida
The Tribune,http://www.portsaintlucie.com/,florida
The Venice Gondolier,https://www.yoursun.com/venice/,florida
The West Orange Times,https://www.orangeobserver.com/,florida
The Walton Sun,https://www.waltonsun.com/,florida
Waterfront News,http://waterfront-news.com/,florida
Weekly Planet,http://www.weeklyplanet.com/,florida
The Williston Pioneer,https://www.willistonpioneer.com/,florida
Georgia Press Association,http://gapress.org/,georgia
Southern Newspaper Publishers Association,http://www.snpa.org/,georgia
The Albany Herald,https://www.albanyherald.com/,georgia
Americus Times Recorder,https://www.americustimesrecorder.com/,georgia
Athens Daily News-Banner-Herald,https://www.onlineathens.com/,georgia
Atlanta Business Chronicle,http://atlanta.bcentral.com/atlanta/,georgia
Atlanta Daily World,https://atlantadailyworld.com/,georgia
Atlanta Journal-Constitution,https://www.ajc.com/,georgia
The Augusta Chronicle,https://www.augustachronicle.com/,georgia
The Baxley News-Banner,http://www.baxleynewsbanner.com/,georgia
The Bleckley County News,http://www.bleckleynews.com/,georgia
The Brunswick News,https://thebrunswicknews.com/,georgia
The Business Report,https://www.savannahbusiness.com/,georgia
Calhoun Times,https://www.northwestgeorgianews.com/calhoun_times/,georgia
Catoosa News,https://www.northwestgeorgianews.com/catoosa_walker_news/,georgia
Central Georgian,http://www.thecentralgeorgian.com/,georgia
The Citizen,https://thecitizen.com/,georgia
Clayton Tribune,https://www.theclaytontribune.com/,georgia
Coffee County News,http://www.douglasga.com/,georgia
Columbus Ledger-Enquirer,https://www.ledger-enquirer.com/,georgia
Cordele Dispatch,https://www.cordeledispatch.com/,georgia
The Coastal Courier,https://coastalcourier.com/,georgia
Cobb Online,http://www.cobbonline.com/,georgia
Columbus Times,http://www.columbustimes.com/,georgia
The Courier Herald,http://www.courier-herald.com/,georgia
Daily Citizen-News,http://www.northwestgeorgia.com/,georgia
The Daily Tribune News,https://daily-tribune.com/,georgia
Dade County Sentinel,http://www.dadesentinel.com/inactive.aspx,georgia
Dawson Advertiser,https://www.dawsonnews.com/,georgia
The Dodge County News,http://www.dodgecountynews.com/,georgia
Dunwoody Crier,http://www.thecrier.net/,georgia
The Eatonton Messenger,https://www.msgr.com/,georgia
The Elberton Star & Examiner,https://www.elberton.com/,georgia
The Forest-Blade,https://emanuelcountylive.com/,georgia
Glennville Sentinel,https://my.tattnalljournal.com/archive,georgia
Griffin Daily News,https://griffindailynews.com/,georgia
Gwinnett Daily Post,https://www.gwinnettdailypost.com/,georgia
The Henry Herald,https://www.henryherald.com/,georgia
The Herald-Gazette,http://www.barnesville.com/,georgia
The Herald Leader,http://www.herald-leader.net/8481/1678/1/home-page-pdf,georgia
The Jones County News,https://www.jcnews.com/,georgia
The Johnson Journal,http://thejohnsonjournal.com/,georgia
La Grange Daily News,https://www.lagrangenews.com/,georgia
Macon Area Online,https://www.maconareaonline.com/,georgia
Macon Telegraph,https://www.macon.com/,georgia
Marietta Daily Journal,https://www.mdjonline.com/,georgia
The Metropolitan Spirit,http://findingresult.com/?dn=metspirit.com&pid=9POLOCM60&_glst=0&rpid=9PO13PP3V,georgia
Moultrie Observer,https://www.moultrieobserver.com/,georgia
Newnan Times-Herald,https://times-herald.com/,georgia
Oconee Enterprise,http://www.oconeeenterprise.com/,georgia
Pickens County Progress,https://www.pickensprogress.com/,georgia
Post Searchlight,https://www.thepostsearchlight.com/,georgia
The Press Sentinel,https://www.thepress-sentinel.com/,georgia
Red and Black,https://www.redandblack.com/,georgia
The Revue & News,http://www.appnews.com/,georgia
